show_id,type,title,country,date_added,release_year,age_certification,duration,genres,description,principal_country,year_added,month_added,target_ages
s8575,TV Show,ThirTEEN Terrors,Thailand,"March 1, 2019",2014,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",A group of teens searches for the dark truth behind their school's mysterious and brutal history.,Thailand,2019,March,Teens
s8576,TV Show,This Is My Love,South Korea,"May 22, 2017",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A renowned actor who is still pining over the loss of his first real love writes an autobiography about his memories of her, hoping to reconnect.",South Korea,2017,May,Teens
s8577,Movie,This Is Not What I Expected,China,"October 14, 2017",2017,TV-PG,107 min,"Comedies, International Movies, Romantic Movies","Romance and cuisine mix when a perpetually dissatisfied hotel executive finally encounters the perfect meal, and the sous chef that made it.",China,2017,October,Teens
s8578,Movie,This Was Tomorrow,Belgium,"December 15, 2015",2015,NR,77 min,"Documentaries, International Movies, Music & Musicals","The Tomorrowland music festival marks its 10th anniversary in Belgium, the U.S. and Brazil, with all the diverse excitement of the annual event.",Belgium,2015,December,Adults
s8579,Movie,Thithi,"India, United States","March 9, 2017",2015,TV-MA,123 min,"Dramas, Independent Movies, International Movies","In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson.",India,2017,March,Adults
s8580,Movie,Thong Dee Fun Khao,Thailand,"January 15, 2018",2017,TV-MA,122 min,"Action & Adventure, International Movies, Sports Movies","After losing a boxing match, a talented Muay Thai fighter leaves home to train with the best. On his quest, he finds friends, foes and lots of action.",Thailand,2018,January,Adults
s8581,Movie,Thor: Ragnarok,United States,"June 5, 2018",2017,PG-13,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","To save Asgard from a bloodthirsty goddess of death, the mighty Thor will have to battle his way to freedom and find a way back home.",United States,2018,June,Teens
s8582,Movie,Thor: Tales of Asgard,"United States, Canada","April 15, 2020",2011,TV-Y7,77 min,Children & Family Movies,"Thor, the Marvel comic book character, comes to life in this animated feature that explores his earliest adventures with his brother Loki.",United States,2020,April,Kids
s8583,Movie,Thorne: Scaredy Cat,United Kingdom,"November 2, 2016",2010,NR,125 min,"Dramas, International Movies","Heading a new team whose aim is to crack the cases that leave others stumped, detective Tom Thorne finds himself on the hunt for two serial killers.",United Kingdom,2016,November,Adults
s8584,Movie,Thorne: Sleepyhead,"United Kingdom, Australia, Canada, United States","November 2, 2016",2010,NR,125 min,"Dramas, International Movies","Investigating a series of attacks on young women, detective Tom Thorne is dragged back into the nightmares of his past as he races to find a killer.",United Kingdom,2016,November,Adults
s8585,Movie,Three,"Hong Kong, China","June 3, 2017",2016,TV-MA,88 min,"Action & Adventure, International Movies","A master criminal engineers his own shooting during a police raid, then refuses treatment while awaiting rescue in a tense standoff at a hospital.",Hong Kong,2017,June,Adults
s8586,Movie,Three-Quarters Decent,United States,"June 20, 2019",2010,TV-14,96 min,"Comedies, Dramas, International Movies","Determined to fight corruption in his country, a newspaper cartoonist debuts a new take-no-prisoners attitude.",United States,2019,June,Teens
s8587,Movie,Thumper,United States,"February 5, 2018",2017,TV-MA,93 min,"Dramas, Thrillers","After moving to a hardscrabble suburban California town, a young woman becomes dangerously entangled with a local drug enterprise.",United States,2018,February,Adults
s8588,Movie,Thunderbolt,United States,"March 31, 2017",1947,TV-PG,42 min,"Classic Movies, Documentaries","A P-47 Thunderbolt squadron is shown in preparation, at play and in bombing raids aiming to halt Nazi supply lines and aid Allied ground troops.",United States,2017,March,Teens
s8589,TV Show,Tientsin Mystic,China,"February 9, 2018",2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In an otherworldly river town, a policeman follows the trail of a sinister force to save his community from deadly spells.",China,2018,February,Teens
s8590,Movie,Tik Tok,China,"July 1, 2017",2016,TV-14,108 min,"Dramas, International Movies, Thrillers",A police officer and a psychologist learn of a sinister threat at a highly anticipated soccer match and team up in hopes of preventing disaster.,China,2017,July,Teens
s8591,Movie,Tikli and Laxmi Bomb,India,"August 1, 2018",2017,TV-MA,151 min,"Dramas, International Movies",Two frustrated sex workers cut out the middlemen from their business affairs and start a cooperative that's run entirely by women.,India,2018,August,Adults
s8592,Movie,Time Please,India,"January 1, 2018",2013,TV-14,125 min,"Comedies, Dramas, International Movies","Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage.",India,2018,January,Teens
s8593,TV Show,Timeless Season,United States,"September 18, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas","A decade after college, a wake reunites five female friends struggling with illness, infidelity, toxic in-laws, spousal abuse and other life issues.",United States,2017,September,Teens
s8594,TV Show,Timeline,United States,"February 23, 2018",2014,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Firsthand accounts, re-enactments and computer-generated graphics retell in detail Thailand's biggest news stories from the past.",United States,2018,February,Teens
s8595,Movie,Tinker Bell and the Legend of the NeverBeast,United States,"May 17, 2015",2014,G,78 min,Children & Family Movies,"When suspicious scout fairies scheme to capture the fearsome-looking NeverBeast, Tinker Bell and Fawn set out to save the wondrous creature.",United States,2015,May,Kids
s8596,Movie,Tinker',United States,"March 19, 2019",2018,TV-14,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","While building a revolutionary machine outlined in his late father's journal, a recluse farmer becomes the guardian for his gifted six-year-old nephew.",United States,2019,March,Teens
s8597,TV Show,Tip the Mouse,"Germany, United States, Italy","September 1, 2017",2014,TV-Y,1 Season,Kids' TV,"In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.",Germany,2017,September,Kids
s8598,Movie,To Be a Miss,"United States, Venezuela","January 1, 2017",2016,TV-14,84 min,Documentaries,Explore how the media and nationalism have fueled Venezuela's passion for physical appearance and the multibillion-dollar beauty pageant industry.,United States,2017,January,Teens
s8599,Movie,"To Wong Foo, Thanks for Everything! Julie Newmar",United States,"August 1, 2019",1995,PG-13,108 min,"Comedies, Cult Movies, LGBTQ Movies",Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town when their car breaks down.,United States,2019,August,Teens
s8600,TV Show,Toast of London,United Kingdom,"September 1, 2017",2015,TV-MA,3 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies","After a divorce and fatal career move, a classically trained British stage actor navigates single life with his odd roommate and takes on horrid jobs.",United Kingdom,2017,September,Adults
s8601,TV Show,Tobot,Canada,"September 11, 2019",2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows",They’re robots that can transform into cars – and the Tobots are committed to fighting villains to protect the city and root out crime.,Canada,2019,September,Kids
s8602,Movie,Tokyo Idols,"United Kingdom, Canada, Japan","October 1, 2017",2017,TV-14,89 min,"Documentaries, International Movies, Music & Musicals","This documentary follows J-Pop idol Rio and her predominantly middle-aged fans, and their seemingly transactional interactions.",United Kingdom,2017,October,Teens
s8603,Movie,Tom and Jerry: The Magic Ring,United States,"December 15, 2019",2001,TV-Y7,60 min,"Children & Family Movies, Comedies","When a young wizard leaves Tom to guard his priceless magic ring, Jerry gets the ring stuck on his head, igniting a series of slapstick antics.",United States,2019,December,Kids
s8604,Movie,Tomorrow Never Dies,"United Kingdom, United States","December 31, 2019",1997,PG-13,119 min,Action & Adventure,"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.",United Kingdom,2019,December,Teens
s8605,TV Show,Top 10 Secrets and Mysteries,"United Kingdom, United States, Czech Republic","March 15, 2019",2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This series investigates mysteries that persistently elude scientific explanation, such as mythical creatures, UFOs, sacred sites and more.",United Kingdom,2019,March,Teens
s8606,TV Show,Top Grier,United States,"December 31, 2018",2018,TV-MA,3 Seasons,Reality TV,"Social media star Hayes Grier returns to North Carolina for a reality series packed with action sports, pranks and romantic escapades.",United States,2018,December,Adults
s8607,Movie,Tope: The Bait,India,"March 1, 2018",2016,TV-14,87 min,"Dramas, Independent Movies, International Movies","The tales of an eccentric aristocrat, a tightrope walking nomad and a postman-turned-soothsayer unspool in this visual poem of rural life in India.",India,2018,March,Teens
s8608,Movie,Tortilla Soup,United States,"September 15, 2020",2001,PG-13,104 min,"Comedies, Dramas, Romantic Movies",Widower Martin is a restaurateur with a booming business and three headstrong daughters who leave the house to pursue their individual destinies.,United States,2020,September,Teens
s8609,Movie,Total Frat Movie,United States,"December 19, 2016",2016,NR,94 min,Comedies,"A disbanded fraternity tries to get their act together by finding new members, but beer bongs, bad grades and a demented dean stand in their way.",United States,2016,December,Adults
s8610,TV Show,Towies,United States,"December 27, 2017",2016,TV-MA,1 Season,"International TV Shows, Reality TV",Australia's toughest tow truck operators work to keep Queensland's streets clear of overturned semis and other automotive disasters.,United States,2017,December,Adults
s8611,Movie,Tracers,United States,"October 22, 2019",2015,PG-13,94 min,Action & Adventure,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills.",United States,2019,October,Teens
s8612,Movie,Traffic Signal,India,"December 31, 2019",2007,TV-MA,130 min,"Dramas, Independent Movies, International Movies","Four characters coexist at an urban traffic signal, where all manage to make a meager living until events threaten the source of their livelihood.",India,2019,December,Adults
s8613,Movie,Train of the Dead,Thailand,"July 25, 2018",2007,TV-MA,88 min,"Horror Movies, International Movies",Five teenagers on the lam hide out in an empty train. Little do they realize that the train is inhabited by ghosts on their way to final judgment.,Thailand,2018,July,Adults
s8614,Movie,Train to Busan,South Korea,"March 18, 2017",2016,TV-MA,118 min,"Action & Adventure, Horror Movies, International Movies","As a zombie outbreak sweeps the country, a dad and his daughter take a harrowing train journey in an attempt to reach the only city that's still safe.",South Korea,2017,March,Adults
s8615,Movie,Trainspotting,United Kingdom,"October 1, 2019",1996,R,94 min,"Comedies, Cult Movies, Dramas","Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.",United Kingdom,2019,October,Adults
s8616,Movie,Traitor,United States,"July 1, 2018",2008,PG-13,114 min,"Dramas, Thrillers",An FBI agent assigned to pursue an ex-Special Ops soldier who joined a terrorist organization begins to question his target's true intentions.,United States,2018,July,Teens
s8617,Movie,Transcendence,"United Kingdom, China, United States","November 1, 2018",2014,PG-13,119 min,"Sci-Fi & Fantasy, Thrillers",Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,United Kingdom,2018,November,Teens
s8618,Movie,Trash,"United Kingdom, Brazil, Germany","January 1, 2019",2014,R,114 min,"Dramas, Independent Movies, Thrillers","Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.",United Kingdom,2019,January,Adults
s8619,Movie,Trash Fire,United States,"February 2, 2017",2016,R,94 min,"Comedies, Dramas, Independent Movies",Surprise news that his girlfriend is pregnant sends loutish Owen on an ill-advised trip to reconnect with his twisted sister and sadistic grandmother.,United States,2017,February,Adults
s8620,Movie,Treasures from the Wreck of the Unbelievable,United Kingdom,"January 1, 2018",2017,TV-G,82 min,"Documentaries, Dramas, International Movies",This cinematic journey into the waters off East Africa chronicles the story behind artist Damien Hirst's massive exhibition of oceanic treasures.,United Kingdom,2018,January,Kids
s8621,Movie,Tree Man,Canada,"November 1, 2016",2015,TV-PG,82 min,Documentaries,"Entrepreneurs from Vermont and Quebec sell Christmas trees on the streets of New York, becoming a cherished part of neighborhood holiday traditions.",Canada,2016,November,Teens
s8622,Movie,Tremors,United States,"January 1, 2020",1990,PG-13,96 min,"Comedies, Cult Movies, Horror Movies","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",United States,2020,January,Teens
s8623,Movie,Tremors 2: Aftershocks,United States,"January 1, 2020",1995,PG-13,100 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",A rag-tag team of survivalists and scientists battle supersucking desert creatures that are worming their way through the oil fields of Mexico.,United States,2020,January,Teens
s8624,Movie,Tremors 3: Back to Perfection,United States,"January 1, 2020",2001,PG,104 min,"Comedies, Horror Movies, Sci-Fi & Fantasy","When a theme park's simulated giant worm attacks turn real, Burt Gummer and two young entrepreneurs team up to battle the flesh-eating graboids.",United States,2020,January,Older Kids
s8625,Movie,Tremors 4: The Legend Begins,United States,"January 1, 2020",2004,PG-13,101 min,"Comedies, Horror Movies, Sci-Fi & Fantasy","Residents of a abandoned mining town attempt to get to the bottom of a series of recent, mysterious deaths before their own fates are sealed.",United States,2020,January,Teens
s8626,Movie,Tremors 5:  Bloodline,"South Africa, United States","January 1, 2020",2015,PG-13,99 min,"Comedies, Horror Movies, Sci-Fi & Fantasy","When he is hired to capture a deadly creature terrorizing South Africa, survivalist Burt Gummer brings along a new tech-savvy partner.",South Africa,2020,January,Teens
s8627,Movie,Tremors 6: A Cold Day in Hell,"United States, South Africa","May 1, 2018",2018,PG-13,98 min,"Action & Adventure, Comedies, Horror Movies","The subterranean, worm-like creatures are back, and Graboid-hunter Burt Gummer suspects they've been weaponized.",United States,2018,May,Teens
s8628,Movie,Trespass Against Us,United Kingdom,"February 22, 2019",2016,R,100 min,Dramas,"A man from a criminal family yearns to break away and find a better life, but his father's staunch opposition puts his dreams of freedom in jeopardy.",United Kingdom,2019,February,Adults
s8629,Movie,"Trikal (Past, Present, Future)",India,"December 31, 2019",1985,TV-14,134 min,"Comedies, Dramas, Independent Movies","A Goan native returns to his now-derelict, palatial childhood home, recalling his family’s interpersonal drama during the end of Portuguese rule.",India,2019,December,Teens
s8630,Movie,Trimurti,India,"March 1, 2018",1995,TV-PG,173 min,"Action & Adventure, Dramas, International Movies","After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor.",India,2018,March,Teens
s8631,Movie,Trip to Bhangarh: Asia's Most Haunted Place,India,"November 1, 2017",2014,TV-MA,113 min,"International Movies, Thrillers","To amuse themselves, six college friends decide to pay a visit to a fortress believed by some to be the most haunted place in Asia.",India,2017,November,Adults
s8632,Movie,Trixie Mattel: Moving Parts,United States,"March 27, 2020",2019,TV-MA,91 min,"Documentaries, Music & Musicals",Drag queen Trixie Mattel deals with the bittersweet reality of success in this documentary that explores her rise to fame and subsequent music career.,United States,2020,March,Adults
s8633,Movie,Trophy,"United Kingdom, Namibia, South Africa, Zimbabwe, United States","February 13, 2018",2017,TV-MA,110 min,"Documentaries, International Movies",This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.,United Kingdom,2018,February,Adults
s8634,TV Show,Trotsky,Russia,"December 10, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Dramas",The complex historical figure of Leon Trotsky comes to life in this epic biography that depicts the tumultuous life of the Russian revolutionary.,Russia,2018,December,Adults
s8635,Movie,Troy: The Odyssey,United States,"March 12, 2018",2017,TV-MA,90 min,Action & Adventure,"Starting with the Trojan Horse attack, this modest re-telling of Homer's epic covers well-known highlights of Odysseus's long journey home.",United States,2018,March,Adults
s8636,Movie,True Grit,United States,"January 1, 2020",1969,G,128 min,"Classic Movies, Dramas",Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.,United States,2020,January,Kids
s8637,Movie,True to the Game,United States,"March 1, 2018",2017,R,108 min,Dramas,"When a drug kingpin looking to go legit falls for a Philadelphia college student, it doesn't take long for his dangerous world to bleed into her life.",United States,2018,March,Adults
s8638,Movie,Trumbo,United States,"May 19, 2020",2015,R,124 min,"Dramas, Independent Movies","When he is blacklisted by Hollywood for his leftist political views, screenwriter Dalton Trumbo struggles to find work in secret as a ghost writer.",United States,2020,May,Adults
s8639,Movie,Tucker and Dale vs. Evil,"Canada, United States, India, United Kingdom","March 29, 2019",2010,R,89 min,"Comedies, Horror Movies, Independent Movies","Expecting to relax at their ""vacation"" cabin, two backwoods boys see their trip turn into a nightmare when they're accused of being psychotic killers.",Canada,2019,March,Adults
s8640,Movie,Tukaram,India,"February 15, 2018",2012,TV-PG,162 min,"Dramas, Faith & Spirituality, International Movies",A child whose innocence and devotion set him apart from the other children of his village grows up to be one of the foremost saints of India.,India,2018,February,Teens
s8641,Movie,Tunisian Victory,"United States, United Kingdom","March 31, 2017",1944,TV-14,76 min,"Classic Movies, Documentaries","British and American troops join forces to liberate a Nazi stranglehold in North Africa, sharing battles, hard work and a peaceful Christmas dinner.",United States,2017,March,Teens
s8642,Movie,Turbo,United States,"September 12, 2019",2013,PG,96 min,"Children & Family Movies, Comedies",A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.,United States,2019,September,Older Kids
s8643,Movie,Tusk,United States,"July 24, 2018",2014,R,102 min,Horror Movies,"When a wise-guy podcaster interviews a disabled seafarer, he decides to embark on a transformational quest to track down a dangerous walrus-monster.",United States,2018,July,Adults
s8644,Movie,Twice,"Japan, United States","December 31, 2017",2010,TV-14,53 min,"Documentaries, International Movies","This documentary reenacts the experiences of late activist Tsutomu Yamaguchi, a survivor of both atomic bombings on Japan in 1945.",Japan,2017,December,Teens
s8645,TV Show,Twin Peaks,United States,"July 1, 2017",1990,TV-14,2 Seasons,"Classic & Cult TV, Crime TV Shows, TV Dramas","""Who killed Laura Palmer?"" is the question on everyone's lips in a secretive small town, but as an eccentric FBI agent learns, the answer isn't easy.",United States,2017,July,Teens
s8646,Movie,Twinsanity,United States,"March 15, 2019",2018,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers","When a yoga enthusiast begins to pull away from her identical twin sister and business partner, their lifelong bond turns deadly.",United States,2019,March,Adults
s8647,TV Show,Twirlywoos,United Kingdom,"May 15, 2020",2018,TV-Y,2 Seasons,"British TV Shows, Kids' TV","The colorful and curious family of Twirlywoos bounces around their boat and visits new places, turning learning into adventures wherever they land.",United Kingdom,2020,May,Kids
s8648,Movie,"Twisted Trunk, Big Fat Body",India,"January 15, 2017",2015,TV-14,89 min,"Dramas, International Movies","After terrorists place a bomb inside a toy Lord Ganesha, a child takes off with the dangerous doll, setting it on a course throughout all of Mumbai.",India,2017,January,Teens
s8649,Movie,Two Graves,United Kingdom,"May 1, 2019",2018,TV-MA,80 min,Thrillers,"A doctor and a drug addict kidnap the son of a local gangster, seeking revenge for the death of a loved one.",United Kingdom,2019,May,Adults
s8650,Movie,Two Lovers and a Bear,Canada,"May 2, 2017",2016,R,95 min,"Dramas, Independent Movies, Romantic Movies",A troubled couple living near the North Pole begins a perilous journey south in an attempt to find peace and vanquish ghosts from the past.,Canada,2017,May,Adults
s8651,Movie,Tyke Elephant Outlaw,Australia,"December 1, 2015",2015,TV-14,78 min,"Documentaries, International Movies","This documentary recounts a 1994 incident in Honolulu in which a circus elephant attacked and killed its trainer, then ran loose on the city streets.",Australia,2015,December,Teens
s8652,Movie,Tyson,"United States, France","March 1, 2019",2008,R,90 min,"Documentaries, Sports Movies","In this surprisingly emotional documentary, heavyweight champ Mike Tyson analyzes the controversies surrounding his career and turbulent private life.",United States,2019,March,Adults
s8653,Movie,Ugly,India,"March 1, 2017",2013,NR,125 min,"Dramas, International Movies, Thrillers","When a 10-year-old goes missing while her father, an actor, is out on an audition, the girl's stepfather – Mumbai's police chief – leads the search.",India,2017,March,Adults
s8654,TV Show,Ugly Duckling,Thailand,"February 15, 2019",2015,TV-14,4 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Young women face up to their insecurities and circumstances, finding love and laughs along the way. Featuring a different storyline every season.",Thailand,2019,February,Teens
s8655,Movie,Una,"United Kingdom, Canada, United States","April 1, 2018",2016,R,94 min,"Dramas, International Movies","A young woman tracks down the older man who preyed on her as a child, forcing them both to confront the damage done by what happened 15 years earlier.",United Kingdom,2018,April,Adults
s8656,Movie,Unaccompanied Minors,United States,"October 1, 2019",2006,PG,90 min,"Children & Family Movies, Comedies","Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official.",United States,2019,October,Older Kids
s8657,Movie,Unacknowledged,United States,"August 21, 2017",2017,TV-MA,104 min,Documentaries,Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.,United States,2017,August,Adults
s8658,Movie,Under an Arctic Sky,United States,"December 15, 2017",2017,TV-14,40 min,"Action & Adventure, Documentaries, Sports Movies","Six fearless surfers travel to the north coast of Iceland to ride waves unlike anything they've ever experienced, captured with high-tech cameras.",United States,2017,December,Teens
s8659,Movie,Under The Skin,"Switzerland, United Kingdom, United States","July 15, 2018",2013,R,108 min,"Dramas, Independent Movies, International Movies","A seductive alien prowls the streets in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",Switzerland,2018,July,Adults
s8660,Movie,Undercover Grandpa,Canada,"November 1, 2017",2016,PG-13,94 min,"Action & Adventure, Children & Family Movies, Comedies","Jake's date with his dream girl takes a turn when she disappears, and Jake's grandpa – a former intelligence officer – sets out to find her.",Canada,2017,November,Teens
s8661,Movie,Undercover: How to Operate Behind Enemy Lines,United States,"March 31, 2017",1943,TV-PG,61 min,"Classic Movies, Documentaries",This World War II-era training film dramatizes how secret agents should act while undercover and how to avoid capture by enemies.,United States,2017,March,Teens
s8662,Movie,Unfinished Song,"United Kingdom, Germany","July 22, 2019",2012,PG-13,94 min,"Comedies, Dramas, Independent Movies","With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir.",United Kingdom,2019,July,Teens
s8663,Movie,Union Leader,"Canada, India","December 31, 2019",2017,TV-14,105 min,"Dramas, Independent Movies, International Movies",Toxic conditions and a corrupt union leader prompt a chemical plant worker and earnest family man to fight for justice for his fellow laborers.,Canada,2019,December,Teens
s8664,Movie,Unruly Friends,Egypt,"June 20, 2019",2011,TV-14,83 min,"International Movies, Thrillers",A young woman discovers that familial and psychological traumas can be difficult to leave behind.,Egypt,2019,June,Teens
s8665,Movie,Up in the Air,United States,"January 1, 2020",2009,R,110 min,"Comedies, Dramas, Romantic Movies","Ryan Bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad Natalie.",United States,2020,January,Adults
s8666,Movie,Urvi,India,"January 15, 2018",2017,TV-MA,121 min,"Dramas, Independent Movies, International Movies","After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.",India,2018,January,Adults
s8667,Movie,Used Goods,Egypt,"September 1, 2019",2018,TV-14,95 min,"Action & Adventure, Comedies, International Movies","To evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.",Egypt,2019,September,Teens
s8668,Movie,USS Indianapolis: Men of Courage,United States,"September 25, 2019",2016,R,130 min,Action & Adventure,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.",United States,2019,September,Adults
s8669,Movie,V for Vendetta,"United States, United Kingdom, Germany","October 1, 2018",2005,R,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.",United States,2018,October,Adults
s8670,TV Show,V.R. Troopers,United States,"January 1, 2016",1995,TV-G,2 Seasons,Kids' TV,Three friends who study martial arts find themselves defending humanity from a criminal mastermind and his invading army from another dimension.,United States,2016,January,Kids
s8671,Movie,Vantage Point,United States,"November 1, 2019",2008,PG-13,90 min,Action & Adventure,"Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.",United States,2019,November,Teens
s8672,Movie,Veerappan,India,"October 15, 2017",2016,TV-14,117 min,"Action & Adventure, Dramas, International Movies",A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,India,2017,October,Teens
s8673,Movie,Veerey Ki Wedding,India,"December 31, 2019",2018,TV-14,130 min,"Comedies, Dramas, International Movies","Quick to throw punches in the name of justice, a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry.",India,2019,December,Teens
s8674,Movie,Vegas Baby,United States,"July 4, 2017",2016,TV-14,78 min,Documentaries,"A Las Vegas doctor's controversial online contest sees anxious entrants vie for free in vitro fertilization, a procedure rarely covered by insurance.",United States,2017,July,Teens
s8675,Movie,Viceroy's House,"United Kingdom, India, Sweden","December 12, 2017",2017,NR,106 min,Dramas,"As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947, war looms between religious factions.",United Kingdom,2017,December,Adults
s8676,Movie,Victor,United States,"July 24, 2017",2015,PG-13,110 min,Dramas,"In 1962 Brooklyn, a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?",United States,2017,July,Teens
s8677,Movie,Viking Destiny,"United Kingdom, Belgium","February 2, 2019",2018,R,91 min,"Action & Adventure, Sci-Fi & Fantasy","Framed for her father’s murder, an exiled Viking princess is guided by the god Odin as she prepares to return to her kingdom and reclaim the throne.",United Kingdom,2019,February,Adults
s8678,Movie,Vikings Unearthed,United States,"March 1, 2017",2016,TV-PG,113 min,Documentaries,Archaeologist Sarah Parcak follows clues to early Viking explorations and discusses just what these notoriously fierce warriors were really like.,United States,2017,March,Teens
s8679,Movie,Vincent N Roxxy,United States,"September 2, 2017",2016,R,101 min,"Dramas, Thrillers","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them.",United States,2017,September,Adults
s8680,TV Show,ViR: The Robot Boy,United States,"March 31, 2018",2013,TV-Y7,2 Seasons,Kids' TV,"Humanoid robot boy ViR lives with his inventor, Dr. Prem Sahay, and, with his best friends, is always ready to use his superpowers to save the day.",United States,2018,March,Kids
s8681,Movie,Viswasapoorvam Mansoor,India,"July 1, 2018",2017,TV-14,125 min,"Dramas, International Movies","When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views.",India,2018,July,Teens
s8682,Movie,Vitti Dandu,India,"July 15, 2017",2014,TV-14,116 min,"Dramas, International Movies","In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers.",India,2017,July,Teens
s8683,Movie,Vizontele Tuuba,Turkey,"March 10, 2017",2004,NR,106 min,"Comedies, Dramas, International Movies","With civil war looming, a TV-obsessed Turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library.",Turkey,2017,March,Adults
s8684,Movie,Vodka Diaries,India,"December 31, 2019",2018,TV-14,113 min,"Dramas, International Movies, Thrillers","While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing.",India,2019,December,Teens
s8685,TV Show,Vroomiz,South Korea," August 1, 2017",2016,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows","For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems.",South Korea,2017,,Kids
s8686,Movie,VS.,United Kingdom,"June 19, 2019",2018,TV-MA,99 min,Dramas,"A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her.",United Kingdom,2019,June,Adults
s8687,Movie,Waar,Pakistan,"July 1, 2017",2013,TV-MA,130 min,"Action & Adventure, International Movies","When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late.",Pakistan,2017,July,Adults
s8688,Movie,Waarrior Savitri,India,"November 1, 2017",2016,TV-14,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death.",India,2017,November,Teens
s8689,Movie,Waiting,India,"May 1, 2018",2015,TV-MA,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",India,2018,May,Adults
s8690,Movie,Waiting...,United States,"September 23, 2020",2005,R,94 min,"Comedies, Independent Movies",Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.,United States,2020,September,Adults
